filename,hod,GAL_TYPE,Q_PAR,Q_PERP,LOGM_CUT,LOGM1,SIGMA,ALPHA,KAPPA,ALPHA_C,ALPHA_S,S,S_V,S_P,S_R,ACENT,ASAT,BCENT,BSAT,IC
hod098.fits,hod098,LRG,1.0,1.0,12.940226423844345,14.755324481434897,1.7580909648828957,0.47383514112377106,0.03752346024097534,0.10790217464687699,0.6092648175606139,-0.46740129056902746,0,0,0,0.2704574333469798,0.7883235378475437,-0.47098226700762424,0.7548197883862358,1
hod100.fits,hod100,LRG,1.0,1.0,12.50983320295219,14.526226736368471,0.0029047668015199,0.9519888157132934,0.09078273688012653,0.3007479982992634,1.4658067258180827,0.5905461733969026,0,0,0,0.41691340445461744,-0.33390837312174626,-0.457230693819773,-0.34652060158509934,1
hod107.fits,hod107,LRG,1.0,1.0,13.441340878767301,13.698776008305705,4.204564663787553,1.2359957147029768,0.8776404346396482,0.41109993560119434,1.1204629974570057,-0.28534984331751423,0,0,0,0.025688555538751157,-0.7952464143109339,0.16386589214198988,0.6910533795813638,1
hod108.fits,hod108,LRG,1.0,1.0,12.699870864322781,14.552197509060512,0.01661454441318215,0.8592800086588039,0.3624170760641716,0.3692966676982955,0.8577706245901634,-0.8015476969627744,0,0,0,-0.606323074365733,0.6199814499028073,-0.410484197332403,0.48171968862588366,1
hod109.fits,hod109,LRG,1.0,1.0,13.186111369088115,14.791960817201634,0.5486760416960912,0.42371209797527354,0.729545068122505,0.25383927182532706,1.066494749267806,-0.2724802722923523,0,0,0,0.8856563967741342,-0.4119205306487441,-0.1475627681016627,-0.8388731020486065,1
hod113.fits,hod113,LRG,1.0,1.0,12.998533754510674,14.20014304486428,0.734949062061248,1.4671832719779383,0.6556010835256662,0.4731503019225519,0.7834339696955186,-0.19439619388119544,0,0,0,-0.739602465162186,-0.8007704450178796,-0.46633486463970486,0.883451663376378,1
hod115.fits,hod115,LRG,1.0,1.0,12.673634827083708,13.89329446151671,0.04899490086563516,0.47809747619263787,0.3935254087954929,0.553379553564704,1.250172177247267,0.46313682505563936,0,0,0,-0.5553293373917454,-0.29334090229491416,-0.3087928421046875,-0.7664116145245783,1
hod116.fits,hod116,LRG,1.0,1.0,12.819474589947413,14.08706410263494,0.791919485424257,0.8439309620594824,0.4161313045082855,0.02451031395636694,0.9731785362221667,0.1781931347806307,0,0,0,0.6603850556917465,0.6079787376565859,0.1473652718548042,0.29415471117797254,1
hod117.fits,hod117,LRG,1.0,1.0,12.6749097276381,14.664740709290472,0.007148178802028869,0.8306212874245689,0.984625613699899,0.19353648215224414,0.7005947468254696,-0.9098283227712993,0,0,0,0.366099030630614,0.03250113235297447,-0.1797561043367341,0.5592940025441226,1
hod119.fits,hod119,LRG,1.0,1.0,12.516478641561873,14.688768308906607,0.10282524144712672,0.6721647757920985,0.33971815175777637,0.36530363910761793,0.7299934270398836,0.11157448042671714,0,0,0,0.6172086008788578,0.9458496848864744,-0.3266800447393053,-0.3407023529775063,1
hod120.fits,hod120,LRG,1.0,1.0,12.782381163674776,14.676144263235344,0.48142033719276084,1.4474194527239512,0.015244068270013185,0.08160233172474031,0.9109131967159536,-0.3097410369338971,0,0,0,0.21607438100051124,0.5692159626549678,-0.43491556507749984,0.26490549133739316,1
hod121.fits,hod121,LRG,1.0,1.0,12.81314163035805,13.731175767353395,0.02447562315871578,1.008706931167109,0.48569176330331665,0.4306878291664493,0.6662320941877684,-0.20091709053448303,0,0,0,0.29569400115429767,0.15940919046615654,-0.33820099043630275,-0.5632082863887314,1
hod122.fits,hod122,LRG,1.0,1.0,12.90338416169738,14.29304990719908,0.008842342379818086,0.6947309019818886,0.9715392531228828,0.17797256987444615,1.271700676305804,-0.46128332049086496,0,0,0,-0.14906126039736634,0.02789004704595266,-0.4182787200815036,0.6015964394188702,1
